Code,Designation,Stock,Emplacement,Prix d'achat,Prix de vente HT,Prix de vente TTC,
PU-R08,GRILLE PARECHOC MEGANE III FACE II,0,DEPOT*,128.123,172.966,205.829,
ART0010145,PORTE AR MEGANE D,0,,0.000,0.000,0.000,
HNDFBB,FSD,1,,28.855,38.954,46.355,
RE-ES-1562,ROTULE DIRECTION CLIO /KANGOO D *GM*,0,2A,33.705,45.501,54.146,
5218,CYLINDRE DE ROUE DUSTER D,0,,22.960,30.996,36.885,
131111,CORP THERMOSTAT MEGANE II /III ESS COMPLET *R*,0,11C**,49.765,72.159,85.869,
ART0011438,ANTIB G POLO,-1,,0.000,0.000,0.000,
05-0846,MAITRE CYLINDRE LOGAN 1.5,1,,143.998,194.397,231.332,
RE-ES-7061,ROTULE DIRECTION LAGUNA AM D,0,4A**,20.930,28.255,33.623,
B03082426,POIGNEE DE PORTE EXT CLIO 4 G/D,0,8D,25.059,33.829,40.256,
224019372R,BOUGIE ALLUMAGE SYMBOL II,0,FA,29.980,40.473,48.162,
5484 ,COURROIE DE CHAINE CLIO /KANGOO 151D,0,16D,39.668,53.551,63.725,
15843,TUBE D'EAU MEGANE 4 /QASHQAI /KADJAR,1,9E2,19.941,38.884,46.271,
ART0013730,6PK1038,-1,,0.000,0.000,0.000,
2654011,TOC AMORTISSEUR KANGOO II /III,3,FA2,47.960,64.746,77.047,
ART0014265,BIELLE DIRECTION KANGOO.,0,,0.000,0.000,0.000,
20-70329,TRIANGLE LAGUNA II D,1,6D,70.995,95.843,114.053,
ADBP730010,KIT CHAINE 1.2/1.6 DIG,0,,580.940,784.269,933.280,
ART0015045,ANTIB.,0,,0.000,0.000,0.000,
72-7514,AMORTISSEUR CAPOT DOKKER,2,,18.743,25.303,30.110,
0784,SILENTBLOC TRAIN AR CHIPIE /R9 *72X43X28*,0,4E2,15.374,20.754,24.697,
103851,AMORTISSEUR AR TRAFIC,0,,43.100,58.185,69.240,
119202110,POULIE POMPE A'EAU,0,,22.966,29.856,35.528,
14676,APPAREIL STOP CLIO /KANGOO,0,,9.985,14.978,17.823,
19110110,CAPOT MOTEUR R19 CHAMAD,0,,209.186,282.401,336.057,
1114519,TRIANGLE MEGANE III D,0,,56.800,85.200,101.388,
253206170R,APPAREIL STOP SYMBOL II /DOKKER /LOGAN/ MODUS,0,A2**,27.172,36.682,43.651,
303935,SOUFFLET C.ROUE TRAFIC NM *2001*,1,9C*,14.381,20.133,23.958,
2102224,FEU AV LAGUNA AM D,-1,,10.215,15.323,18.234,
4001807,SUPPORT B.VITESSE CLIO NM,0,,30.000,40.500,48.195,
4180,ROULEMENT TOC CLIO /KANGOO,0,F**,8.511,14.468,17.216,
47122Z,ROTULE SUSP TRAFIC AM,0,4E**,20.468,34.795,41.406,
AN5247SA 0.25,JEUX DE COUSS L MEGANE II /CLIO II 1.5DCI,0,9B,39.800,51.740,61.570,
5905000,JEUX DE CHEMISE Q78,0,,120.024,162.032,192.818,
63022,POIGNEE DE PORTE INT MEGANE NM G/D,0,,7.421,10.389,12.362,
730140X,RADIATEUR D'EAU R21/TRAFIC DIESEL,0,,139.628,181.516,216.004,
7700873534,PAREHUILE 32X44X6,3,A3**,25.760,34.776,41.383,
7774018,BIELLE DIRECTION SYMBOL II /DOKKER /SANDERO,0,3A,24.516,37.999,45.218,
8200176035,SUPPORT PARECHOC AR MEGANE II D SEDAN,0,,15.725,20.443,24.327,
826307,KIT EMBRAYAGE TRAFIC II/MASTER II,0,,330.000,429.000,510.510,
92073,MAITRE CYLINDRE TRAFIC II,0,,96.235,134.729,160.327,
32461,RADIATEUR CHAUFFAGE CLIO III,0,F*,79.998,111.997,133.276,
GF1705,SOUPAPE ECH CLIO CLASSIC *16V*,0,,7.963,10.352,12.318,
PBS253,POMPE ESSENCE R19 CHAMAE,0,,16.090,20.917,24.891,
RN3271801,SPOILER PARECHOC AV CLIO III 2009,0,,89.658,134.487,160.039,
104802,AMORTISSEUR AV D P.301,0,,73.100,95.030,113.085,
727128457R,PAREBRISE CAPTURE *CAPTEUR*,0,,708.497,850.196,1011.733,
61386150 0.50,JEUX DE COUSS B CLIO /SYMBOL *A/A* *0.50*,0,16D*,18.957,36.018,42.861,
562128JC,JEUX DE DISQUE AV BERLINGO,0,,121.023,163.381,194.423,
130C12345R,KIT CHAINE TCE,1,FA,344.950,472.581,562.371,
RN11052A,TETE CARDAN MEGANE II ,0,6CF,43.592,58.849,70.030,
P3-KAD1,CALANDRE KADJAR,1,DEPOT*,98.786,133.361,158.699,
SYRN1401L,PORTE AV CLIO II G,0,DEPOT*,428.783,578.857,688.839,
0059,TRIANGLE MEGANE II G,0,8C,58.600,79.110,94.140,
081540,JOINT CACHE SOUPAPE MASTER /IVECO,1,7E1**,13.499,22.948,27.308,
2704026,SUPPORT B.V LAGUNA III ,1,4D2,88.846,119.942,142.730,
ART0009629,JEUX DE BALAIS BIPPER,-1,,0.000,0.000,0.000,
PU-RC8Q,GRILLE PARECHOC CLIO 4 FACE II,0,DEPOT*,98.356,132.780,158.008,
6R0805903C9B9,SPOILER PARECHOC POLO 7,0,,28.235,38.117,45.359,
ART0010402,LOGEMENT DE FEU AR,-1,,0.000,0.000,0.000,
132025379R,SOUPAPE ECH TCE,0,,0.000,0.000,0.000,
ART0010923,AILE AV KANGOO NM G.,-1,,0.000,0.000,0.000,
141101,DURITE TURBO CLIO III,1,16F1,59.087,147.717,175.783,
20B777052B,OPTIQUE AV GOLF 6 D,0,,265.040,397.560,473.096,
22149Z,KIT ROULEMENT AV TRAFIC II *41166*,-2,F**,83.982,113.375,134.916,
54320-1HJ0A,TOC AMORTISSEUR MICRA K13,0,F**,32.821,44.308,52.726,
150104,BOUCHON RESERVOIR KANGOO,0,FA,10.645,14.370,17.100,
40011Z,KIT CHAINE 96D CLASSIC AM,0,16B,69.998,94.497,112.451,
9178,DURITE CHAUFFAGE MEGANE II ESS,0,4F2,22.498,30.372,36.142,
TB7313K,KIT CHAINE *119D* ,1,16C,144.207,194.679,231.668,
VG13600,GUIDE SOUPAPE 1.9DCI *Q7*,0,15D2**,10.196,13.764,16.379,
07-70446,TRIANGLE BIPPER G,0,,80.994,80.994,96.382,
6PK1200I,COURROIE 6PK1200,2,T**,28.499,38.473,45.782,
10-1301,KIT ROULEMENT AR MEGANE II /III ,0,FA,51.887,70.047,83.355,
85-7327,JOINT REFREGERANT 1.5DCI,2,A1*,6.063,16.976,20.201,
H1327/5 STD,JEUX DE COUSS L 2.3DCI *STD*,1,9B,79.499,107.323,127.714,
72-8647,SUPPORT PARECHOC AV LOGAN G,5,17*,8.243,11.128,13.242,
05P791,PATIN AR MASTER II,1,12C,39.792,53.719,63.925,
103870,AMORTISSEUR AV R21 ESS,0,BUREAU,115.610,156.073,185.726,
11924210,MANO ASSIT CLIO /KANGOO NM,0,,23.000,39.100,46.529,
14750,PATIN AV MEGANE N.NM ESS,0,,20.099,29.144,34.681,
7PK1165B,COURROIE ALT MICRA *7PK1165*,0,T**,25.126,33.920,40.364,
221411,CREMAILLERE TRAFIC,0,,85.000,136.000,161.840,
YH2540,JEUX DE DISQUE AV LAGUNA,1,3,60.440,81.594,97.096,
3045,CARDAN EXP /SUP5 G,0,,76.500,99.450,118.345,
2101172,FEU AV R11 G,0,,8.600,11.610,13.815,
4001810,SUPPORT B.V MEGANE II,0,,35.926,44.907,53.439,
41832490,JEUX DE SEGMENT Q81,0,,72.000,93.600,111.384,
47143Z,BIELLE DIRECTION LAGUNA AM,4,3A,15.304,33.668,40.064,
5247-0.50,JEUX DE COUSS L MEGANE II /CLIO II 1.5DCI,2,9B,48.900,63.570,75.648,
14502102,AILE AV FLUENCE G,0,DP,109.425,147.723,175.790,
SR7328,ROTULE DIRECTION MASTER II G,1,3C1,36.125,48.768,58.033,
730180,RADIATEUR D'EAU R19 /TRAFIC,0,DEPOT,156.989,306.128,364.292,
7700874223,PAREHUILE MOTEUR CLIO NM,-1,,31.154,38.943,46.342,
77752600 STD,JEUX DE COUSS B 1.9 DIESEL S/A,2,9B,42.499,57.373,68.273,
8200176036,SUPPORT PARECHOC AR MEGANE II G SEDAN ,0,,15.725,20.443,24.327,
826308,KIT EMBRAYAGE LOGAN,-1,F*,258.294,348.696,414.948,
921,AILE AV D/G CLIO NM,0,,29.743,44.615,53.091,
402063,MOTEUR LAVE GLACE MEGANE,0,A5*,13.951,18.833,22.411,
GF402,SOUPAPE ADM R4/R5,0,,3.048,4.115,4.896,
PBS254,POMPE ESSENCE CLIO /R19 ENERGIE,0,,18.629,24.218,28.819,
RN3813,BIELLE DIRECTION EXP /SUP5,0,,9.005,14.408,17.145,
101012042R,POCHETTE JOINT CLIO 4 /CAPTURE TCE,1,FA,233.874,484.119,576.101,
214996296R,GUIDE AIR CLIO 4 /CAPTUR ,-2,,50.302,67.907,80.809,
61386250 0.50,JEUX DE COUSS B CLIO /SYMBOL *S/A* *0.50*,-1,16D,18.957,36.018,42.861,
05P789,PATIN AV PARTNER ,0,,24.278,32.775,39.002,
7711577613,NETTOYANT INJECTEUR DCI,0,,16.385,22.119,26.321,
638442203R,PAREBOUE AV CLIO 4 D,1,DEPOT**,34.878,61.036,72.632,
P3-KAD1-2C,BAGUETTE CALANDRE KADJAR *CROMEE* GM,1,DEPOT,97.699,131.893,156.952,
SYRN1401R,PORTE AV CLIO II D,0,DEPOT*,488.488,659.458,784.755,
0509,SUPPORT ECHAPEMENT MEGANE II *AR*,0,AA,18.653,25.181,29.965,
11010033,PLAGE AV CLIO 2002 /SYMBOL I *COMPLET*,1,DP,197.555,266.699,317.371,
ART0009356,PAREHUILE.,-5,,0.000,0.000,0.000,
ART0009630,JEUX DE BALAIS POLO 7,-2,,0.000,0.000,0.000,
PZ-RC8,SUPPORT PARECHOC AV CLIO 4 2016 *LATERAL* KIT,1,17*,57.722,77.924,92.729,
PS-RSB51,SUPPORT PARECHOC AV SYMBOL II /SANDERO G,0,,13.472,18.187,21.642,
905082,MOYEAU DE ROUE SYMBOL II /MEGANE II,0,10A*,43.226,58.355,69.442,
132017322R,SOUPAPE ADM TCE,0,16A*,24.812,42.676,50.784,
ART0010924,AILE AV KANGOO NM D.,-1,,0.000,0.000,0.000,
151103,CABLE VITESSE CLIO III *GRIS*,1,BUREAU,42.350,93.170,110.872,
ART0011440,ANTIB D POLO,-1,,0.000,0.000,0.000,
40094Z,KIT CHAINE 89D,0,16B,142.998,193.047,229.725,
11220-1HC0C,SUPPORT MOTEUR G MICRA K13,0,4A,34.384,46.418,55.237,
10003,RESISTANCE VENTILATEUR CLIO,0,FA,34.907,47.124,56.077,
T2266,RETROVISEUR DOKKER G *ELECTRIQUE*,0,**,88.140,118.989,141.596,
47278Z,ROTULE DIRECTION POLO 7/8,1,,16.372,22.102,26.301,
ZRK1261,COURROIE DE CHAINE R21/TRAFIC DIESEL 148D,0,16C,57.477,77.593,92.335,
ART0013735,CROISILLON .,-3,,0.000,0.000,0.000,
07-70447,TRIANGLE BIPPER D,0,,80.994,80.994,96.382,
804837,EMETEUR EMBRAYAGE MASTER III 2.3DCI *AXE COURT*,1,FA,49.647,124.117,147.699,
X05803-01,JOINT CACHE SOUPAPE R19 /EXP /R9 ESS,1,7E1**,7.250,10.657,12.681,
ART0014789,TOIT,0,,0.000,0.000,0.000,
11001104,AILE AV R4 G,0,,80.688,80.688,96.018,
516323,SILENTBLOC BERCEAU QASHQAI J10 /JUKE *PM*,0,R12**,14.998,39.744,47.295,
07CL005,PARECHOC AV CLIO 2002 *NOIR*,2,DP,74.706,119.529,142.239,
103871,AMORTISSEUR AV R21 G,0,DEPOT,128.400,313.296,372.822,
11933012,DURITE RADIATEUR R19,0,,12.800,20.480,24.371,
2050R3,KIT EMBRAYAGE BERLINGO,0,,350.190,525.285,625.089,
19270101,PLAGE AV CLIO III *PLAST*,0,DEPOT*,99.585,134.439,159.982,
22159,JAUGE RESERVOIR CLIO 98 /CLIO CLASSIC COMPLET,-1,,155.664,249.062,296.383,
25472622,TENDEUR DE CHAINE CHIPIE,0,,13.514,24.325,28.946,
3046,CARDAN SUP5 /EXP D,-1,,72.456,94.193,112.089,
3609,PARECHOC AV CLIO AM,-1,,70.985,95.830,114.037,
4001813,SUPPORT B.V LAGUNA/ESPACE III,0,,38.548,57.822,68.808,
41834640,JEUX DE SEGMENT TWINGO Q74,0,,72.500,94.250,112.157,
47160Z,ROTULE DIRECTION CLIO II /SYMBOL D,0,4B**,13.408,22.793,27.123,
5247-STD,JEUX DE COUSS L MEGANE /CLIO /LAGUNA DCI,0,,44.234,61.927,73.693,
59182,SILLENT-BLOC TREIN AR R19/MEGANE AM,0,,8.977,12.568,14.955,
63064,MANIVELLE LEVE VITRE CLIO /KANGOO NM,-3,,1.600,4.000,4.760,
730180X,RADIATEUR D'EAU R21/R19 DIESEL,0,DEPOT,102.542,138.432,164.734,
7700874795,BUTEE EMBRAYAGE MASTER/LAGUNA,0,,140.000,175.000,208.250,
5PK1123G,COURROIE ALT 5PK1123,0,,17.177,23.188,27.593,
8200177718,MANO MARCHE AR MEGANE NM,0,,41.958,52.448,62.413,
826314,KIT EMBRAYAGE ESS,1,FA,207.481,280.099,333.317,
921006843R,RADIATEUR CLIMATISEUR SYMBOL II /CLIO 4 /DOKKER,0,,232.740,286.270,340.661,
70362,FILTRE HABITACLE CLIO /SYMBOL,0,,8.112,13.790,16.410,
GF407,SOUPAPE AD R19/R9,0,,3.683,5.156,6.135,
PC-R07,SPOILER PARECHOC AV MEGANE III,0,COIN*,56.800,113.600,135.184,
RN3869,BIELLE DIRECTION MEGANE II,0,,13.200,17.820,21.205,
8ML376988-314,RADIATEUR TURBO KANGOO 1.5DCI,0,,439.054,592.722,705.339,
215592894R,GUIDE AIR CENTRAL CLIO 4 /CAPTUR G,0,BUREAU,181.788,245.413,292.041,
62388000,JEUX DE CAL ESS,3,15D2**,7.800,14.040,16.707,
4008218,TRIANGLE PARTNER G ,0,,89.128,120.322,143.183,
8200409045,RADIATEUR TURBO LOGAN 1.5DCI,0,DEPOT,244.612,330.226,392.968,
638458563R,PAREBOUE AV/AV CLIO 4 G,-1,,134.275,165.158,196.538,
P3-KAD1-3C,BAGUETTE CALANDRE KADJAR *CROMEE* PM,1,DEPOT,53.892,72.754,86.577,
10021801,GRILLE PARECHOC DOKKER,0,T,67.620,91.287,108.631,
0516,SUPPORT ECHAPEMENT MEGANE II *CENTRAL*,0,AA,13.925,18.798,22.369,
821017241R,PORTE AR SANDERO II/MCV G,0,,1074.000,1321.020,1572.013,
CH6311,JOINT CULASSE MICRA K13,0,7C**,50.438,68.091,81.028,
511276,FEU AR SANDERO 2013 G,0,,81.250,109.687,130.527,
PW-R25S1,AILE AV LAGUNA II G,0,,81.000,109.350,130.126,
PS-RSB52,SUPPORT PARECHOC AV SYMBOL II /SANDERO D,0,,13.472,18.187,21.642,
940134,RADIATEUR D'EAU ASTRA J,0,,222.203,299.974,356.969,
ART0010664,FLEXIBLE CLIMATISEUR.,-1,,0.000,0.000,0.000,
ART0010925,OPTIQUE KANGOO NM G,-1,,0.000,0.000,0.000,
151104,CABLE VITESSE CLIO III *BLEU*,1,BUREAU,43.644,93.834,111.662,
814178,RADIATEUR CLIMATISEUR DUSTER,1,DP,309.465,417.777,497.154,
8732,DURITE RADIATEUR INF CLIO /KANGOO,0,,67.979,91.771,109.207,
ART0012402,05P1500,-1,,0.000,0.000,0.000,
100091,RESISTANCE VENTILATEUR SYMBOL II /DOKKER,0,FA,36.581,49.384,58.766,
T2267,RETROVISEUR DOKKER D *ELECTRIQUE*,0,**,88.140,118.989,141.596,
47279Z,ROTULE DIRECTION POLO 7/8,1,,16.570,22.369,26.619,
TB9503,COURROIE DE CHAINE 89D ,0,16C,58.208,78.580,93.510,
ART0013736,PATIN AV MEGANE II.,-1,,0.000,0.000,0.000,
DS1428L,CARDAN BIPPER G,0,,193.414,193.414,230.162,
CV22445,TETE CARDAN JYMPY,0,,77.030,77.030,91.665,
TRC7305,TRIANGLE LAGUNA II G,0,6D,108.555,146.549,174.393,
48002Z,FIL BOUGIE CLIO CLASSIC /SYMBOL,0,11D,42.017,75.210,89.499,
11005102,AILE AV CHIPIE D,1,DP,91.218,123.144,146.541,
PI06-0013,POUSSOIR SOUPAPE ESS 16V,8,15D2**,17.498,23.622,28.110,
07CL017,PARECHOC AV CLIO 2002 *avec app*,0,DP,79.895,123.837,147.366,
103872,AMORTISSEUR AV R21 D,0,DEPOT,147.660,313.039,372.516,
4001536,SILENTBLOC TRIANGLE LAGUNA AM *GM*,5,R15**,17.598,23.757,28.270,
ART0012143,PAREHUILE..,-1,,0.000,0.000,0.000,
194020,JOINT CACHE SOUPAPE CLASSIC LB03 /LB11,0,7E1*,25.265,31.581,37.581,
2216,BIELLE SUSP LAGUNA AM,0,,23.716,30.831,36.688,
SJ6322,ROTULE SUSP MICRA K13,0,4D**,17.787,29.348,34.924,
304702,POCHETTE MOTEUR DIESEL SOUS JOINT DE CULASSE,0,,28.023,43.436,51.688,
361179X,JEUX DE MACHOIR AV R4,0,2**,18.537,24.098,28.676,
4001814,SUPPORT B.V MEGANE II,3,R1**,33.742,45.551,54.205,
41834820,JEUX DE SEGMENT Q82.7*1.5X1.75X3*,0,,86.400,155.520,185.068,
47180Z,ROTULE DIRECTION CLIO II /SYMBOL G,0,4B**,12.843,21.833,25.981,
525,TRIANGLE R19 /MEGANE AM G/D,-3,,33.997,47.596,56.639,
59183,SILENTBLOC TRAIN AR R19 /MEGANE,2,4B,8.250,20.625,24.543,
6307,BIELLE DIRECTION+ROTULE D LAGUNA AM,0,,25.274,37.911,45.114,
730181,RADIATEUR D'EAU CLIO /R19,0,,168.334,210.418,250.397,
7700875328,POULIE ASSIST KANGOO /CLIO,0,,7.654,13.012,15.484,
77752610 0.25,JEUX DE COUSS B 1.9DCI *0.25*,0,16D,20.950,31.425,37.395,
FT0401061,PARECHOC AR FIAT 500 L,0,,369.215,369.215,439.365,
826374,KIT EMBRAYAGE TRAFIC II,0,,325.744,423.467,503.925,
9226174,RETROVISEUR KANGOO D *ELECTRIQUE*,0,,57.194,85.791,102.091,
7104604,OPTIQUE DOKKER G,-1,,176.995,230.094,273.811,
GF639,SOUPAPE ECH R4/R5,0,,3.449,4.656,5.540,
PF-RC6,BAGUETTE PARECHOC CLIO III FACE II *3P*,0,,66.833,90.224,107.366,
RN4005,BIELLE SUSP MEGANE II,0,,8.929,22.323,26.564,
152095084R,FILTRE A HUILE CLIO 4 /QASHQAI J11 ESS/CAPTUR /JUKE F16,2,13,18.988,28.482,33.893,
4001568,SILENTBLOC BERCEAU,0,,18.457,24.916,29.650,
4001482,CAOUTCHOU DE BARRE R21 *EXT*,-2,R11,1.966,2.949,3.509,
210165,LOGEMENT DE PHARE MEGANE II D ,0,,34.281,46.279,55.072,
CL-01300,PARECHOC AR CLIO II 2002 *SANS BAGUETTE*,1,DP,248.260,335.151,398.829,
72-8752,SIGLE AV SYMBOL I,3,8C1,13.598,21.076,25.080,
P3-RC8,CALANDRE CLIO 4 FACE II *POPULAIRE*,0,T*,86.470,116.734,138.913,
3401,FEU AR MEGANE III G *FIX*,0,BUREAU,102.000,137.700,163.863,
0642,ROULEMENT AMORTISSEUR CLIO /KANGOO ,0,F*,6.980,10.470,12.459,
821009100R,PORTE AR FLUENCE D,0,,624.000,767.520,913.348,
CH6302,JOINT CULASSE MICRA TURBO *3CYL*,1,7C*,59.314,80.073,95.286,
511275,FEU AR SANDERO 2013 D,0,,78.521,106.003,126.143,
282012,AILE AV LAGUNA II D,0,,90.968,122.806,146.139,
990095,BUTEE EMBRAYAGE LAGUNA /MEGANE NM,0,F*,98.900,133.515,158.882,
342350,RADIATEUR TURBO QASHQAI J10,0,,421.277,568.723,676.780,
ART0010665,TUBE D'EAU.,-1,,0.000,0.000,0.000,
ART0010926,OPTIQUE KANGOO NM D,-1,,0.000,0.000,0.000,
20101,TENDEUR ALT MEGANE II /LAGUNA,0,15C,7.813,28.126,33.469,
90421,ROTULE SUSP MEGANE III ,-2,,30.731,41.486,49.368,
5PK1200C,COURROIE ALT 5PK1200,3,T**,24.398,32.937,39.195,
91004641,ROTULE DIRECTION LAGUNA AM D,0,4A**,22.691,30.632,36.452,
800127,COMMODO LUMIERE LOGAN,0,11B**,43.448,58.654,69.798,
T2178,RETROVISEUR SYMBOL II G *ELECTRIQUE*,0,,96.460,130.221,154.962,
ART0013217,SILENTBLOC TRIANGLE QASHQAI J11 *PM*,-2,,0.000,0.000,0.000,
VIP75W80,HUILE B.V 75W80 1L,0,14**,13.276,17.922,21.327,
ART0013737,MOYEAU DE ROUE TRAFIC,-1,,0.000,0.000,0.000,
RE-WB-11522,KIT ROULEMENT AR MEGANE II /III /MICRA,0,FA,52.998,71.547,85.140,
AE-RE-038,AMORTISSEUR CAPOT CLIO 4,0,,21.551,29.093,34.620,
403801-00-4 STD,JEUX DE COUSS L CLIO /SYMBOL *S/A* STD,2,9B,53.209,71.832,85.480,
ART0014791,POCHETTE JOINT.,0,,0.000,0.000,0.000,
832231,KIT EMBRAYAGE CLIO 4 /CAPTURE TCE,1,FA,330.998,446.847,531.747,
CH6501,JOINT CULASSE Q75.80,1,7C**,19.939,28.911,34.404,
07CL031,PARECHOC AR CLASSIC AM *A.BAGUETTE*,1,DP,153.770,207.589,247.030,
103928,AMORTISSEUR AV R19,0,DEPOT,92.180,124.443,148.087,
T011954109,SOUFFLET CARDAN C.ROUE EXP /R9 /R19 /SUP5,4,9A*,3.822,5.733,6.822,
05P1484,PATIN AR MEGANE III / JUKE F16 /KANGOO III ,1,12C,39.094,52.776,62.803,
19531905R,ANTIB CLIO 98 D,0,18B,45.001,60.751,72.293,
2216N1,JEUX DE SEGMENT CLASSIC*69.5*,0,,55.051,88.082,104.817,
SR7301,ROTULE DIRECTION MASTER II D,1,3C1,36.125,48.768,58.033,
3050G,AMORTISSEUR AV MEGANE AM,0,,55.708,72.420,86.179,
361313X,JEUX DE MACHOIR SUP5 /EXP /R9,0,2*,28.000,35.000,41.650,
4001823,SUPPORT MOTEUR G MEGANE II DCI,1,R4**,26.434,35.685,42.465,
41834920,JEUX DE SEGMENT Q79.50 *1.5X1.5X2.5*,0,,123.000,159.900,190.281,
47199Z,TRIANGLE MEGANE II G *AXE 18*,1,6C,94.467,127.530,151.760,
528,CALANDRE SUP5 NM,-1,,16.998,23.797,28.318,
59242,SILENTBLOC CLIO II-III,0,,4.472,5.814,6.918,
6308,BIELLE DIRECTION+ROTULE G LAGUNA AM,0,,25.274,37.911,45.114,
730181X,RADIATEUR D'EAU CLIO CHIPIE,-1,,100.000,145.000,172.550,
7700875439,COURROIE DE CHAINE R19/EXP DIESEL*153D*,1,16D,62.499,111.248,132.385,
77752620 0.50,JEUX DECOUSS B *0.50 *66740RAA*,0,16D,24.782,32.217,38.338,
8200185721,BAGUETTE DE TOIE G MEGANE NM,0,,260.322,260.322,309.783,
826496,KIT EMBRAYAGE LAGUNA II 1.9DCI,0,,438.800,548.500,652.715,
92455 0.25,JEUX DE COUSS L *7175M-0.25*,0,,24.586,31.962,38.034,
7301011,PARECHOC AV DOKKER,-1,,198.098,257.527,306.457,
GF640,SOUPAPE ADM CLIO /R19 ENERGIE,0,,3.839,6.142,7.308,
PF-RSB4,BAGUETTE SOUS OPTIQUE SYMBOL II *JEUX*,0,F**,38.879,52.486,62.458,
VM-6127CR,CACHE RETROVISEUR SYMBOL I D,1,13A1,11.000,19.250,22.907,
KB668.04,KIT TOC AMORTISSEUR QASHQAI J10 G,0,F*,65.991,106.245,126.431,
4606,SILENTBLOC BERCEAU LAGUNA II *AR*,4,4E2,17.482,23.600,28.084,
1987302801,LAMPE H1 12V,-2,,1.471,3.677,4.375,
210166,LOGEMENT DE PHARE MEGANE II G ,0,DEPOT,34.281,46.279,55.072,
CL-05208,PARECHOC AV CLIO III 2005,0,DP,299.949,449.923,535.408,
72-6340,GOUJON DE ROUE CLIO,-8,A4*,2.159,4.857,5.779,
P3-RC8A,SOUS CALANDRE CLIO 4 FACE II *POPULAIRE*,1,T**,66.516,89.796,106.857,
ADN142177,PATIN AR QASHQAI J11,0,2,48.184,65.048,77.407,
8MK376901-424,RADIATEUR D'EAU QASHQAI J10 ,0,,305.638,412.611,491.007,
828765963R,BAGUETTE DE PORTE AR FLUENCE D,-1,,156.000,191.880,228.337,
HK6310,POCHETTE JOINT MICRA K13,1,7D*,103.481,139.699,166.241,
24024Z,PATIN AV ESPACE III,0,2**,49.750,67.162,79.922,
P1-RSB5-YT1,CERCLE ANTIB SYMBOL II FACE II G *CROMÉ*,1,15**,25.777,34.798,41.409,
47402,ANTIB SYMBOL II /SANDERO,0,18B*,30.221,40.798,48.549,
20046,RADIATEUR D'EAU ASTRA J,0,,242.855,327.854,390.146,
05-01026,BOUCHON RESERVOIR EXP NM,2,A6**,9.899,23.757,28.270,
FT070701YL,OPTIQUE KANGOO NM G *ORANGEE*,0,,81.486,110.006,130.907,
210106,MANCHAN BOITE *PM*,0,R18**,19.856,26.805,31.897,
10/3620,AILE AV CLIO 98 D,1,DP,68.515,92.495,110.069,
RMGN-148,DURITE TURBO MEGANE II / SCENIC II 1.5DCI,0,11**,44.338,59.856,71.228,
91004642,ROTULE DIRECTION LAGUNA AM G,1,2A,22.691,30.632,36.452,
800129,COMMODO LUMIERE SYMBOL II / SANDERO II,4,11E,43.448,58.654,69.798,
T2180,RETROVISEUR SYMBOL II D *MANUEL*,0,,70.876,95.682,113.861,
RE-AX-4280,BIELLE DIRECTION TRAFIC AM,0,3A,27.750,37.462,44.579,
VIPATF,HUILE ATF ,0,14**,11.241,15.175,18.058,
PRM935A,PAREBOUE AV CLIO 2002 /SYMBOL D,0,DP,17.894,24.156,28.745,
ART0014013,AMORTISSEUR MAL QASHQAI.,-2,,0.000,0.000,0.000,
ART0014270,PATIN AV JYMPY.,-1,,0.000,0.000,0.000,
ART0014535,4PK735B,-1,,0.000,0.000,0.000,
ART0014792,C/L,0,,0.000,0.000,0.000,
05P2186,PATIN AV KWID FACE I ,3,12B,45.905,61.971,73.745,
LS7307,BIELLE SUSP MEGANE III,2,2F,22.274,30.069,35.782,
07CL044,PARECHOC AV SYMBOL I *COMPLET*,0,DEPOT*,110.763,149.530,177.940,
103929,AMORTISSEUR AR R19,0,7A*,78.760,106.326,126.527,
119703K10,KIT PIGNON COMPTEUR,0,,9.900,13.860,16.493,
121509484R,JEUX DE COUSS B TCE (PIECE),-1,,79.000,106.650,126.913,
19532005L,ANTIB CLIO 98 G,0,18B,45.001,60.751,72.293,
12542478,AMORTISSEUR AV QASHQAI J10 D,0,BUREAU,112.491,151.862,180.715,
255011,AILE AV SUPER 5 G,0,,87.341,109.176,129.919,
30535,MANO ASSIT CLIO /KANGOO /DACIA /SYMBOL,0,A2*,21.556,40.956,48.737,
361449 ,JEUX DE MACHOIR R21,0,,29.662,38.561,45.887,
4001828,SUPPORT MOTEUR D CLIO III,0,,109.339,142.141,169.147,
41836240,JEUX DE SEGMENT Q69 BOMBEE,0,15A*,11.999,16.198,19.275,
47200Z,TRIANGLE MEGANE II D *AXE 18*,1,6C,94.430,127.480,151.701,
528491,THERMOSTAT CLIO ENERGY,-2,,8.823,13.235,15.749,
59257,SILENTBLOC TRIANGLE DACIA,0,,4.800,9.120,10.852,
631000266R,AILE AV CLIO 4 D *2013*,0,DEPOT,223.579,279.474,332.574,
730182X,RADIATEUR D'EAU,0,,117.555,152.822,181.858,
7701008879,GRILLE CAPOT MOTEUR R9 G/D,3,,1.870,9.350,11.126,
ART0008964,CACHE REMORQUAGE,-1,,0.000,0.000,0.000,
8200185722,BAGUETTE DE TOIE D MEGANE NM COUPE,0,,192.548,250.312,297.871,
